gene_name,ENSG_ID,n_hit_transcripts,n_hit_cell_types,max_abs_delta_usage,min_permutation_pval,best_proxy_type,ad_prior_category,ad_ot_score,ad_ot_label,has_structural_feat,domain_names,any_junior_pass
SATB1,ENSG00000182568,1,1,0.2858060637009827,0.0094,N,none,0.0099,novel,False,,True
DLG1,ENSG00000075711,1,1,0.2857142857142857,0.0444444444444444,D,none,0.0,novel,False,,True
RBCK1,ENSG00000125826,1,1,0.2851662673997699,0.0465416936005171,D,none,0.0,novel,False,,True
SLC35D2,ENSG00000130958,1,1,0.284692882677933,0.05,N,none,0.0,novel,False,,True
RPS3,ENSG00000149273,2,2,0.2844946641556811,0.0053,N,none,0.0111,novel,False,,True
BACH1,ENSG00000156273,1,1,0.2842895136778116,0.0459540459540459,N,none,0.032,novel,False,,True
KBTBD3,ENSG00000182359,1,1,0.2842461122379988,0.0104895104895104,N,none,0.0,novel,False,,True
ATP1A3,ENSG00000105409,2,1,0.2831497730183763,0.0023310023310023,D,none,0.0968,emerging,False,,True
VCP,ENSG00000165280,1,1,0.2828815628815628,0.0,N,none,0.0,novel,False,,True
CREBZF,ENSG00000137504,1,1,0.2828804347826087,0.0411,N,none,0.0037,novel,False,,True
SLC27A2,ENSG00000140284,2,1,0.2826086956521739,0.0079365079365079,D,none,0.0575,emerging,False,,True
YTHDF2,ENSG00000198492,1,1,0.282355915065723,0.0384,D,none,0.0,novel,False,,True
DDRGK1,ENSG00000198171,2,1,0.2822695035460993,0.0181818181818181,D,none,0.0139,novel,False,,True
HSP90B1,ENSG00000166598,1,1,0.2820157681653526,0.0193,N,none,0.0758,emerging,False,,True
NAP1L1,ENSG00000187109,2,1,0.2802631578947369,0.0079920079920079,D,none,0.0,novel,False,,True
SCAPER,ENSG00000140386,1,1,0.2802586491972267,0.0153,D,none,0.1844,emerging,False,,True
TET3,ENSG00000187605,1,1,0.2790697674418604,0.0265151515151515,D,none,0.016,novel,False,,True
TFRC,ENSG00000072274,1,1,0.2786324786324786,0.0333333333333333,D,none,0.1054,emerging,False,,True
GPBP1,ENSG00000062194,1,1,0.2777777777777778,0.007,N,none,0.0,novel,False,,True
EIF4G3,ENSG00000075151,1,1,0.2763192989140789,0.05,D,none,0.0983,emerging,False,,True
ARMC8,ENSG00000114098,1,1,0.274967399613292,0.0278,D,none,0.0085,novel,False,,True
ATP2A2,ENSG00000174437,1,1,0.2745614035087719,0.0357142857142857,D,none,0.0,novel,False,,True
CDC42BPA,ENSG00000143776,1,1,0.2743464052287582,0.0081918081918081,N,none,0.0081,novel,False,,True
SUPT16H,ENSG00000092201,2,1,0.2743362831858407,0.0314,N,none,0.0,novel,False,,True
ZNF253,ENSG00000256771,2,1,0.272973165349847,0.05,D,none,0.0,novel,False,,True
CCDC107,ENSG00000159884,1,1,0.2728161668839635,0.0285714285714285,D,none,0.0338,novel,False,,True
ROBO2,ENSG00000185008,1,1,0.2714153316562955,0.0011238761238761,N,none,0.2678,supported,False,,True
ATP5MG,ENSG00000167283,2,1,0.270123839009288,0.0264735264735264,D,none,0.0144,novel,False,,True
RGS12,ENSG00000159788,1,1,0.2700354609929078,0.0395,N,none,0.015,novel,False,,True
SLC35F5,ENSG00000115084,2,1,0.2696576151121607,0.0066,N,none,0.0048,novel,False,,True
VPS45,ENSG00000136631,2,2,0.2692939244663382,0.0472860472860472,D,none,0.0046,novel,False,,True
RHOBTB1,ENSG00000072422,1,1,0.2692307692307692,0.0163170163170163,N,none,0.0,novel,False,,True
MVP,ENSG00000013364,2,1,0.2689839698813724,0.0236430236430236,N,none,0.0,novel,False,,True
NPNT,ENSG00000168743,2,1,0.2683242683242682,0.0031080031080031,D,none,0.0109,novel,False,,True
ARID4B,ENSG00000054267,2,2,0.2666597058938902,0.0086,C,none,0.0078,novel,True,"ARID, Tudor-knot",True
SEC14L2,ENSG00000100003,1,1,0.2663561765358171,0.0176767676767676,N,none,0.003,novel,False,,True
CRTAP,ENSG00000170275,2,1,0.2661567127586545,0.0189393939393939,D,none,0.0,novel,False,,True
PTPMT1,ENSG00000110536,1,1,0.2661558960692871,0.0,D,none,0.0,novel,False,,True
CCAR1,ENSG00000060339,1,1,0.2657894736842104,0.0194805194805194,N,none,0.0024,novel,False,,True
HTATSF1,ENSG00000102241,1,1,0.2655367231638418,0.0069930069930069,D,none,0.0,novel,False,,True
DGKD,ENSG00000077044,2,1,0.2650462962962963,0.0183982683982684,N,none,0.0,novel,False,,True
RETREG2,ENSG00000144567,2,1,0.2644376899696049,0.0436507936507936,NMD,none,0.0047,novel,False,,True
FUBP1,ENSG00000162613,1,1,0.2636363636363637,0.0454545454545454,D,none,0.0,novel,False,,True
CIAO1,ENSG00000144021,2,1,0.2634032634032635,0.0083,N,none,0.0,novel,False,,True
BIRC2,ENSG00000110330,2,1,0.2633847598318503,0.0,D,none,0.0185,novel,False,,True
CACNA1D,ENSG00000157388,1,1,0.2630305395648357,0.0259,D,none,0.2812,supported,False,,True
DENND4A,ENSG00000174485,1,1,0.2617889754002949,0.0313020313020313,N,none,0.0,novel,False,,True
GLCE,ENSG00000138604,1,1,0.2617121231893514,0.0038850038850038,D,none,0.0,novel,False,,True
CHRNA7,ENSG00000175344,1,1,0.2616209433639422,0.0452,N,none,0.4419,supported,False,,True
UBAP2,ENSG00000137073,1,1,0.2613636363636363,0.0451548451548451,N,none,0.0066,novel,False,,True
SPART,ENSG00000133104,1,1,0.260957305921675,0.0157,N,none,0.0,novel,False,,True
GATM,ENSG00000171766,1,1,0.2608070136898758,0.038,N,none,0.0,novel,False,,True
CDKL5,ENSG00000008086,1,1,0.2602739726027397,0.0334110334110334,D,none,0.0635,emerging,False,,True
UPF2,ENSG00000151461,1,1,0.2598880597014925,0.0381,N,none,0.0,novel,False,,True
LEMD3,ENSG00000174106,2,1,0.2582133213321332,0.0199800199800199,D,none,0.0,novel,False,,True
NCOA1,ENSG00000084676,1,2,0.2577186963979417,0.0,D,none,0.0849,emerging,False,,True
PINX1,ENSG00000254093,1,1,0.2571428571428571,0.0357142857142857,D,none,0.0,novel,False,,True
CTTNBP2,ENSG00000077063,2,1,0.2562094911718692,0.0263,NMD,none,0.0,novel,False,,True
CLK4,ENSG00000113240,2,2,0.2559097809585773,0.0351648351648351,NMD,none,0.0037,novel,False,,True
CCDC181,ENSG00000117477,1,1,0.2554204124801693,0.0369630369630369,N,none,0.0,novel,False,,True
PEX10,ENSG00000157911,2,1,0.2546631138180434,0.0015540015540015,D,none,0.0059,novel,False,,True
SUPT5H,ENSG00000196235,1,1,0.2545454545454546,0.006,N,none,0.0,novel,False,,True
DMTF1,ENSG00000135164,2,2,0.2538749639873235,0.0327,NMD,none,0.0083,novel,False,,True
NICN1,ENSG00000145029,1,1,0.2510308428170873,0.0063,N,none,0.3047,supported,False,,True
ABCA8,ENSG00000141338,1,1,0.2503221649484537,0.0454545454545454,N,none,0.0023,novel,True,"ABC transporter 1, ABC transporter 2",True
ARNT,ENSG00000143437,1,1,0.25,0.0367965367965368,D,none,0.3547,supported,False,,True
BTBD9,ENSG00000183826,1,1,0.25,0.0,D,none,0.0,novel,False,,True
ZNF254,ENSG00000213096,1,1,0.2493257047946615,0.0273,N,none,0.0,novel,False,,True
PAK6,ENSG00000137843,1,1,0.2473913043478261,0.0043290043290043,D,none,0.0128,novel,False,,True
DDX18,ENSG00000088205,2,1,0.2467792912034139,0.0329,N,none,0.2103,supported,False,,True
HIF3A,ENSG00000124440,1,1,0.2455197132616488,0.0181818181818181,D,none,0.0,novel,False,,True
PRKCA,ENSG00000154229,2,1,0.2452830188679245,0.0439560439560439,NMD,none,0.0,novel,False,,True
SYNJ2,ENSG00000078269,1,1,0.2452043369474563,0.0121212121212121,N,none,0.0,novel,False,,True
NOVA1,ENSG00000139910,1,1,0.2451058411586821,0.0184815184815184,N,none,0.0734,emerging,False,,True
AGMO,ENSG00000187546,1,1,0.2446916076845299,0.0142857142857142,C,none,0.0,novel,True,Fatty acid hydroxylase,True
ZNF790,ENSG00000197863,1,1,0.2446895424836601,0.0299700299700299,N,none,0.0,novel,False,,True
SYNCRIP,ENSG00000135316,1,1,0.2445987654320988,0.0336330336330336,D,none,0.0083,novel,False,,True
MRFAP1,ENSG00000179010,2,1,0.2431317393342709,0.0172,N,none,0.0,novel,False,,True
NR2F1,ENSG00000175745,1,1,0.2425531914893617,0.0417,N,none,0.07,emerging,False,,True
RNPC3,ENSG00000185946,1,1,0.2422721078677472,0.015,N,none,0.0,novel,False,,True
TRANK1,ENSG00000168016,2,1,0.2420773442847364,0.0129,D,none,0.0,novel,False,,True
SYT1,ENSG00000067715,2,1,0.2420115505285665,0.0223110223110223,N,none,0.1105,emerging,False,,True
SNX14,ENSG00000135317,2,2,0.2415730337078651,0.0357142857142857,D,none,0.0022,novel,False,,True
RANBP2,ENSG00000153201,1,1,0.2415107266732324,0.0143190143190143,N,none,0.0061,novel,False,,True
NPHP3,ENSG00000113971,1,1,0.2412793373216751,0.0136363636363636,N,none,0.0,novel,False,,True
FAM13C,ENSG00000148541,1,1,0.2396825985390633,0.0126,D,none,0.0,novel,False,,True
FECH,ENSG00000066926,1,1,0.2394366197183098,0.0285714285714285,D,none,0.3373,supported,False,,True
AMOT,ENSG00000126016,2,1,0.238095238095238,0.0179820179820179,D,none,0.0095,novel,False,,True
GTF3C1,ENSG00000077235,2,1,0.238063063063063,0.0144,D,none,0.012,novel,False,,True
ZNF397,ENSG00000186812,2,1,0.2373026034997865,0.0056610056610056,D,none,0.0046,novel,False,,True
ATF4,ENSG00000128272,1,1,0.2371515679442509,0.0317,N,none,0.108,emerging,False,,True
RNGTT,ENSG00000111880,2,1,0.2367577362698634,0.0295704295704295,N,none,0.0,novel,False,,True
PHYHIP,ENSG00000168490,2,1,0.2365351203772648,0.0261,N,none,0.0,novel,False,,True
GREB1L,ENSG00000141449,1,1,0.2362869198312236,0.0374625374625374,D,none,0.0,novel,False,,True
RPL19,ENSG00000108298,1,1,0.2358490566037736,0.0083333333333333,D,none,0.0084,novel,False,,True
PHF3,ENSG00000118482,1,1,0.2357294717288938,0.0104,D,none,0.0,novel,False,,True
R3HDM1,ENSG00000048991,1,1,0.235609756097561,0.0083333333333333,N,none,0.0,novel,False,,True
FKBP15,ENSG00000119321,1,1,0.2347826086956521,0.0231768231768231,D,none,0.0,novel,False,,True
MKRN1,ENSG00000133606,1,1,0.2344385162601625,0.021,N,none,0.2352,supported,False,,True
DISP2,ENSG00000140323,1,1,0.2343300747556067,0.0357142857142857,D,none,0.0049,novel,False,,True
RPS23,ENSG00000186468,2,1,0.2340771261933089,0.0177738927738927,N,none,0.0,novel,False,,True
PUF60,ENSG00000179950,1,1,0.2337718956792527,0.0181818181818181,D,none,0.0,novel,False,,True
ZNF44,ENSG00000197857,1,1,0.2337662337662337,0.0425574425574425,N,none,0.0,novel,False,,True
MBIP,ENSG00000151332,1,1,0.2336829836829836,0.0474941724941724,N,none,0.0041,novel,False,,True
CNOT10,ENSG00000182973,1,1,0.2333333333333333,0.0119047619047619,D,none,0.0,novel,False,,True
ADD1,ENSG00000087274,1,1,0.232136318828334,0.0216033966033966,D,none,0.0447,novel,False,,True
CCDC14,ENSG00000175455,1,1,0.2314655172413793,0.0221,D,none,0.0,novel,False,,True
THOC5,ENSG00000100296,2,1,0.2311458222269609,0.0119880119880119,N,none,0.0,novel,False,,True
ZZEF1,ENSG00000074755,1,1,0.2310039370078739,0.0169830169830169,N,none,0.0,novel,False,,True
ZNF248,ENSG00000198105,1,1,0.2308761152552289,0.0251748251748251,D,none,0.0,novel,False,,True
TRAPPC9,ENSG00000167632,1,1,0.2302515324455718,0.0404,D,none,0.0,novel,False,,True
YTHDC1,ENSG00000083896,1,1,0.229937106918239,0.0245,D,none,0.0,novel,False,,True
PARP2,ENSG00000129484,1,1,0.2295081967213114,0.0444444444444444,N,none,0.0,novel,False,,True
TMC6,ENSG00000141524,1,1,0.2288713301662178,0.021,D,none,0.0,novel,False,,True
HPS1,ENSG00000107521,2,2,0.2277614858260019,0.0194805194805194,D,none,0.0262,novel,False,,True
MTMR12,ENSG00000150712,1,1,0.2275376396308888,0.0425574425574425,D,none,0.4253,supported,False,,True
GOLIM4,ENSG00000173905,2,1,0.2266666666666666,0.0499,D,none,0.0,novel,False,,True
ABCB7,ENSG00000131269,1,1,0.2261904761904762,0.0,C,none,0.0,novel,True,"ABC transmembrane type-1, ABC transporter",True
ZSCAN12,ENSG00000158691,1,1,0.2259550561797751,0.0095238095238095,D,none,0.0067,novel,False,,True
RNF157,ENSG00000141576,2,1,0.2258064516129032,0.0138888888888888,D,none,0.0,novel,False,,True
ZNF148,ENSG00000163848,2,1,0.2253387287587014,0.0272,N,none,0.0,novel,False,,True
TMEM130,ENSG00000166448,1,1,0.2243472981177899,0.0239760239760239,N,none,0.0,novel,False,,True
ZNF33B,ENSG00000196693,1,1,0.2240694789081886,0.0251,D,none,0.1898,emerging,False,,True
DPYSL5,ENSG00000157851,1,1,0.2239741257327674,0.04004329004329,D,none,0.0,novel,False,,True
XXYLT1,ENSG00000173950,2,1,0.2233488627021101,0.0357142857142857,D,none,0.0,novel,False,,True
PRKACB,ENSG00000142875,1,1,0.2226239145022744,0.0391,N,none,0.018,novel,False,,True
SUGP2,ENSG00000064607,1,1,0.2218957203134418,0.0447,N,none,0.0,novel,False,,True
ATF7IP,ENSG00000171681,1,1,0.2216542524706684,0.0279720279720279,N,none,0.2449,supported,False,,True
CLCC1,ENSG00000121940,1,1,0.2208917197452229,0.0307692307692307,D,none,0.0,novel,False,,True
PHF8,ENSG00000172943,1,1,0.2206047032474805,0.0484848484848484,D,none,0.0069,novel,False,,True
PRPF38B,ENSG00000134186,1,1,0.2203848088531187,0.0489510489510489,N,none,0.0052,novel,False,,True
PRORP,ENSG00000100890,1,1,0.2195767195767197,0.0046620046620046,N,none,0.0,novel,False,,True
TSNARE1,ENSG00000171045,2,2,0.2195121951219512,0.0142857142857142,D,none,0.0,novel,False,,True
SPATS2L,ENSG00000196141,1,1,0.2194536622503951,0.0344214608920491,D,none,0.0055,novel,False,,True
WWOX,ENSG00000186153,1,1,0.217391304347826,0.0416666666666666,D,none,0.3082,supported,False,,True
BIVM,ENSG00000134897,2,1,0.217363571934798,0.0194250194250194,NMD,none,0.0036,novel,False,,True
LMF1,ENSG00000103227,2,1,0.2162162162162162,0.0,D,none,0.0,novel,False,,True
YWHAB,ENSG00000166913,1,1,0.2158527954706298,0.0144855144855144,N,none,0.0,novel,False,,True
HLA-A,ENSG00000206503,1,1,0.2153846153846154,0.0047619047619047,D,none,0.0497,novel,False,,True
ZNF585A,ENSG00000196967,2,1,0.2152251893184535,0.0194805194805194,D,none,0.0,novel,False,,True
TGOLN2,ENSG00000152291,2,1,0.2144958259383422,0.029,D,none,0.0,novel,False,,True
RBFOX3,ENSG00000167281,1,1,0.2138095238095237,0.0249750249750249,D,none,0.1094,emerging,False,,True
PDE4DIP,ENSG00000178104,1,1,0.2137640449438203,0.0272,D,none,0.0,novel,False,,True
MAP7,ENSG00000135525,1,1,0.212895273716423,0.0336,D,none,0.2275,supported,False,,True
FBXW7,ENSG00000109670,1,1,0.2125384002730685,0.0242424242424242,D,none,0.0,novel,False,,True
RIMS2,ENSG00000176406,1,1,0.2124474789915966,0.0459540459540459,D,none,0.0127,novel,False,,True
LARP1B,ENSG00000138709,1,1,0.2121212121212121,0.011,D,none,0.0037,novel,False,,True
SZRD1,ENSG00000055070,1,1,0.2115384615384615,0.0277777777777777,D,none,0.0,novel,False,,True
GTPBP3,ENSG00000130299,1,1,0.2103610675039246,0.0126262626262626,D,none,0.0,novel,False,,True
MPI,ENSG00000178802,1,1,0.21,0.0363636363636363,N,none,0.1153,emerging,False,,True
ALDH1L1,ENSG00000144908,1,1,0.2099999999999999,0.0442890442890442,C,none,0.0,novel,True,Carrier,True
DOK6,ENSG00000206052,1,1,0.2093370357514751,0.0259740259740259,D,none,0.0046,novel,False,,True
PPP6R2,ENSG00000100239,1,1,0.2076825664837484,0.0076590076590076,N,none,0.0,novel,False,,True
ZNF23,ENSG00000167377,1,1,0.2072072072072072,0.0424575424575424,D,none,0.0,novel,False,,True
VCAN,ENSG00000038427,1,1,0.206564579698908,0.0318570318570318,D,none,0.0,novel,False,,True
UBE2D3,ENSG00000109332,1,1,0.206140350877193,0.0449550449550449,D,none,0.0083,novel,False,,True
HDAC6,ENSG00000094631,1,1,0.2058823529411764,0.0335664335664335,N,none,0.1231,emerging,False,,True
DTNA,ENSG00000134769,1,1,0.2043795620437956,0.0341880341880341,D,none,0.0649,emerging,False,,True
SACM1L,ENSG00000211456,1,1,0.2036017080264868,0.0357142857142857,N,none,0.0037,novel,False,,True
ERCC6,ENSG00000225830,1,1,0.2033568126788466,0.0299,D,none,0.0411,novel,False,,True
SPIN3,ENSG00000204271,1,1,0.2032163015640153,0.045,N,none,0.0028,novel,False,,True
MTFR1L,ENSG00000117640,1,1,0.2028985507246377,0.0239760239760239,N,none,0.0,novel,False,,True
ZC3HAV1,ENSG00000105939,1,1,0.2020833333333334,0.043,D,none,0.0,novel,False,,True
ACTR10,ENSG00000131966,1,1,0.2011420819333366,0.0014652014652014,D,none,0.0078,novel,False,,True
APBB1,ENSG00000166313,1,1,0.2,0.0343822843822843,C,pathway,0.0,novel,True,"WW, PID 1, PID 2",True
KIAA1671,ENSG00000197077,1,1,0.2,0.0142857142857142,D,none,0.0,novel,False,,True
SLC25A48,ENSG00000145832,1,1,0.2,0.025,D,none,0.0,novel,False,,True
AP3D1,ENSG00000065000,1,2,0.8735119047619048,0.0047619047619047,N,none,0.4214,supported,False,,False
RIPK1,ENSG00000137275,1,1,0.8299641035329681,0.0194250194250194,NMD,none,0.0,novel,False,,False
MAOA,ENSG00000189221,1,1,0.7969924812030075,0.0454545454545454,N,none,0.0,novel,False,,False
SYT14,ENSG00000143469,1,1,0.7866120218579236,0.0396825396825396,NMD,none,0.0,novel,False,,False
FLYWCH1,ENSG00000059122,1,1,0.7550755539074813,0.0346320346320346,N,none,0.0,novel,False,,False
MZF1,ENSG00000099326,1,1,0.743975903614458,0.0333333333333333,N,none,0.0015,novel,False,,False
GCC2,ENSG00000135968,1,3,0.7127349023900749,0.0212,N,none,0.0054,novel,False,,False
MYH10,ENSG00000133026,1,1,0.666260045924225,0.0176767676767676,N,none,0.0715,emerging,False,,False
NPRL2,ENSG00000114388,1,1,0.6458333333333334,0.0476190476190476,N,none,0.0,novel,False,,False
SPEF2,ENSG00000152582,1,1,0.6436868686868688,0.0416666666666666,N,none,0.0,novel,False,,False
CAMTA1,ENSG00000171735,1,1,0.6354142933090302,0.0113886113886113,NMD,none,0.0,novel,False,,False
MATN2,ENSG00000132561,1,2,0.625,0.0161616161616161,N,none,0.0,novel,False,,False
STARD7,ENSG00000084090,1,1,0.6140350877192983,0.0,N,none,0.0,novel,False,,False
INTS14,ENSG00000138614,1,1,0.6081632653061224,0.0428571428571428,NMD,none,0.0,novel,False,,False
SLC6A15,ENSG00000072041,1,1,0.57545820122187,0.0124320124320124,N,none,0.0,novel,False,,False
HAUS5,ENSG00000249115,1,1,0.5695918367346938,0.0,NMD,none,0.0,novel,False,,False
DXO,ENSG00000204348,1,1,0.567016317016317,0.0357142857142857,N,none,0.0,novel,False,,False
EDRF1,ENSG00000107938,1,1,0.5600786627335299,0.0181818181818181,N,none,0.0,novel,False,,False
AMT,ENSG00000145020,1,1,0.5555555555555556,0.0476190476190476,N,none,0.0,novel,False,,False
MOGS,ENSG00000115275,1,1,0.5466994382022472,0.0259740259740259,N,none,0.0135,novel,False,,False
CRELD1,ENSG00000163703,2,2,0.5412844036697247,0.0055,N,none,0.0015,novel,False,,False
DMPK,ENSG00000104936,1,2,0.5304761904761905,0.0193806193806193,N,none,0.0209,novel,False,,False
SEC24C,ENSG00000176986,1,1,0.5241935483870968,0.0436507936507936,NMD,none,0.0,novel,False,,False
CYBC1,ENSG00000178927,1,1,0.5238510943443287,0.0189810189810189,NMD,none,0.0,novel,False,,False
TAF5,ENSG00000148835,1,1,0.5121951219512195,0.0476190476190476,N,none,0.0,novel,False,,False
FOXP1,ENSG00000114861,1,1,0.5,0.0396825396825396,N,none,0.0,novel,False,,False
GASK1A,ENSG00000144649,1,1,0.4990473166084472,0.0239898989898989,N,none,0.0,novel,False,,False
EGFR,ENSG00000146648,1,1,0.4932383402599117,0.0358391608391608,N,none,0.4267,supported,False,,False
CTNND1,ENSG00000198561,1,1,0.4915110356536503,0.0075757575757575,N,none,0.0,novel,False,,False
CLASP2,ENSG00000163539,1,1,0.4873379860418744,0.0233100233100233,N,none,0.0063,novel,False,,False
BRD9,ENSG00000028310,1,1,0.4846850733390854,0.0236430236430236,N,none,0.0078,novel,False,,False
NEBL,ENSG00000078114,1,2,0.483639344262295,0.0113,N,none,0.024,novel,False,,False
NONO,ENSG00000147140,1,1,0.481666214873046,0.0289710289710289,N,none,0.0266,novel,False,,False
AKAP9,ENSG00000127914,1,1,0.4725860830155308,0.0063936063936063,N,none,0.0,novel,False,,False
NFAT5,ENSG00000102908,1,1,0.4690476190476191,0.0324675324675324,NMD,none,0.0,novel,False,,False
BTK,ENSG00000010671,1,1,0.4630700673177206,0.0038,N,none,0.0,novel,False,,False
HECTD4,ENSG00000173064,1,1,0.4613631614039626,0.0053280053280053,N,none,0.0122,novel,False,,False
ERGIC1,ENSG00000113719,1,1,0.4611398963730569,0.0041,N,none,0.0,novel,False,,False
ANKRD13A,ENSG00000076513,1,1,0.4599156118143461,0.0095238095238095,N,none,0.011,novel,True,"UIM 1, UIM 2, UIM 3",False
OGT,ENSG00000147162,1,1,0.4458530805687203,0.031080031080031,NMD,none,0.0407,novel,False,,False
LRCH1,ENSG00000136141,1,1,0.4347826086956521,0.0285714285714285,N,none,0.017,novel,False,,False
KCNK9,ENSG00000169427,1,1,0.4309723889555822,0.0036630036630036,NMD,none,0.0,novel,False,,False
L3MBTL1,ENSG00000185513,1,1,0.4270833333333333,0.0396825396825396,N,none,0.0,novel,False,,False
NECAP1,ENSG00000089818,1,1,0.4242424242424242,0.0119047619047619,NMD,none,0.0079,novel,False,,False
RAD21,ENSG00000164754,1,1,0.4230769230769231,0.025,N,none,0.0139,novel,False,,False
FBN1,ENSG00000166147,1,1,0.4229026196529236,0.0419580419580419,NMD,none,0.3506,supported,False,,False
STXBP5,ENSG00000164506,2,2,0.4161582265609111,0.0267,NMD,none,0.0322,novel,False,,False
PRKN,ENSG00000185345,1,1,0.4130284130284131,0.05,NMD,none,0.1157,emerging,False,,False
PPM1B,ENSG00000138032,1,1,0.4096992924528302,0.0325,N,none,0.0,novel,False,,False
SPTAN1,ENSG00000197694,1,1,0.4004465383814876,0.0269730269730269,N,none,0.014,novel,False,,False
TSC1,ENSG00000165699,1,1,0.4,0.0476190476190476,N,none,0.05,novel,False,,False
WDR91,ENSG00000105875,1,1,0.3982600732600732,0.0236,N,none,0.0,novel,False,,False
PSMD1,ENSG00000173692,1,1,0.3971739130434782,0.0363636363636363,N,none,0.011,novel,False,,False
PPFIA1,ENSG00000131626,2,2,0.3959905660377358,0.002518315018315,NMD,none,0.0034,novel,False,,False
FLNB,ENSG00000136068,1,1,0.3939361335858152,0.0119880119880119,NMD,none,0.0,novel,False,,False
TNNT2,ENSG00000118194,1,1,0.3938323917137476,0.0039960039960039,N,none,0.0162,novel,False,,False
SGIP1,ENSG00000118473,1,1,0.3918918918918919,0.0293706293706293,NMD,none,0.0195,novel,False,,False
TPCN1,ENSG00000186815,1,1,0.3812709030100334,0.0079365079365079,N,none,0.0324,novel,False,,False
SNX22,ENSG00000157734,1,1,0.380952380952381,0.0428571428571428,N,none,0.0,novel,False,,False
DHX30,ENSG00000132153,1,1,0.3792735042735043,0.0157342657342657,NMD,none,0.3301,supported,False,,False
PARP10,ENSG00000178685,1,1,0.3783950617283951,0.0301,N,none,0.0,novel,False,,False
ATP13A3,ENSG00000133657,1,1,0.3624871001031992,0.029040404040404,N,none,0.0052,novel,False,,False
SPIDR,ENSG00000164808,1,1,0.36228264890862,0.0488,N,none,0.0,novel,False,,False
PRPF39,ENSG00000185246,1,2,0.3579863945578232,0.0166500166500166,NMD,none,0.0,novel,False,,False
IFTAP,ENSG00000166352,1,1,0.3540372670807453,0.0035,N,none,0.0,novel,False,,False
NSD1,ENSG00000165671,1,1,0.3514312096029547,0.0105,NMD,none,0.003,novel,False,,False
MATCAP1,ENSG00000196123,1,1,0.3451443569553806,0.0302197802197802,N,none,0.0,novel,False,,False
PLOD2,ENSG00000152952,1,1,0.3445171849427169,0.0158730158730158,N,none,0.0,novel,False,,False
EVL,ENSG00000196405,1,1,0.3417249417249417,0.0424242424242424,N,none,0.0,novel,False,,False
ATM,ENSG00000149311,1,1,0.3348271446862996,0.0404595404595404,N,none,0.0,novel,False,,False
LRRCC1,ENSG00000133739,1,1,0.3333333333333333,0.0,NMD,none,0.0,novel,False,,False
RAD51C,ENSG00000108384,1,1,0.333083645443196,0.0142857142857142,N,none,0.3739,supported,False,,False
ZNF407,ENSG00000215421,1,1,0.3245538648197765,0.05,N,none,0.0,novel,False,,False
MYLK,ENSG00000065534,1,1,0.3242048209955784,0.0211344211344211,N,none,0.0227,novel,False,,False
CEP126,ENSG00000110318,1,1,0.3226826756005951,0.0355,NMD,none,0.0,novel,False,,False
RNASEH2C,ENSG00000172922,1,1,0.3225806451612903,0.0,NMD,none,0.0022,novel,False,,False
LMNA,ENSG00000160789,1,1,0.3213972094838521,0.0347,NMD,none,0.3944,supported,False,,False
RADX,ENSG00000147231,1,1,0.3211382113821138,0.0416666666666666,NMD,none,0.002,novel,False,,False
CSDE1,ENSG00000009307,1,1,0.3203661327231121,0.0411810411810411,N,none,0.0,novel,False,,False
ACAD11,ENSG00000240303,1,1,0.3137195087505226,0.0257,N,none,0.0,novel,False,,False
SUPT20H,ENSG00000102710,1,1,0.3134328358208955,0.0016483516483516,NMD,none,0.0,novel,False,,False
ABCC8,ENSG00000006071,1,1,0.3075669485553206,0.0341,N,none,0.0,novel,True,"ABC transmembrane type-1 1, ABC transporter 1, ABC transmembrane type-1 2",False
UGP2,ENSG00000169764,1,1,0.3023255813953488,0.0049950049950049,N,none,0.0072,novel,False,,False
FIG4,ENSG00000112367,1,1,0.3020833333333333,0.011072261072261,N,none,0.0617,emerging,False,,False
PTPRM,ENSG00000173482,1,1,0.3,0.0277777777777777,N,none,0.0309,novel,False,,False
ILF3,ENSG00000129351,1,1,0.2986111111111111,0.0161,N,none,0.3649,supported,False,,False
FANCM,ENSG00000187790,1,1,0.296,0.0023310023310023,N,none,0.0037,novel,False,,False
CSNK2A1,ENSG00000101266,1,1,0.2954545454545454,0.0151515151515151,N,none,0.061,emerging,False,,False
WDFY3,ENSG00000163625,1,1,0.2926829268292683,0.0,N,none,0.0,novel,False,,False
SEC61A1,ENSG00000058262,1,1,0.2922968933973372,0.0314685314685314,N,none,0.0,novel,False,,False
SLC2A11,ENSG00000133460,1,1,0.2912698412698414,0.0,N,none,0.0,novel,False,,False
DPAGT1,ENSG00000172269,1,1,0.2907598319969454,0.0333333333333333,NMD,none,0.0044,novel,False,,False
NUBP2,ENSG00000095906,1,1,0.2888888888888889,0.0181818181818181,NMD,none,0.0,novel,False,,False
XPNPEP1,ENSG00000108039,1,1,0.2878758611808641,0.0168997668997669,N,none,0.0,novel,False,,False
MAN1B1,ENSG00000177239,1,1,0.2861154236865812,0.0244,N,none,0.0117,novel,False,,False
PIGO,ENSG00000165282,1,1,0.28,0.0281385281385281,NMD,none,0.0,novel,False,,False
HNRNPH1,ENSG00000169045,1,1,0.2783740323847276,0.0019980019980019,N,none,0.0054,novel,False,,False
KMT2C,ENSG00000055609,1,1,0.2780257285376739,0.0189,NMD,none,0.3236,supported,False,,False
