transcript_name,gene_name,cell_type,isoform_role,usage_direction,tx_role_mane
PPFIA1-219,PPFIA1,Excitatory_neuron,Minor,AD_enriched,Alternate
PPM1L-205,PPM1L,Excitatory_neuron,Dominant,CT_enriched,Canonical
transcript269008.chr3.nnic,PPM1L,Excitatory_neuron,Minor,AD_enriched,Alternate
PPP2R5C-201,PPP2R5C,Excitatory_neuron,Minor,AD_enriched,Alternate
PPP6R2-203,PPP6R2,Excitatory_neuron,Minor,AD_enriched,Alternate
PPP6R3-201,PPP6R3,Excitatory_neuron,Minor,CT_enriched,Alternate
PRDM15-202,PRDM15,Excitatory_neuron,Minor,AD_enriched,Canonical
PRKAB1-207,PRKAB1,Excitatory_neuron,Dominant,CT_enriched,Alternate
PRKACB-205,PRKACB,Excitatory_neuron,Minor,AD_enriched,Alternate
PRKAR2B-201,PRKAR2B,Excitatory_neuron,Dominant,AD_enriched,Canonical
PRKD1-202,PRKD1,Excitatory_neuron,Dominant,AD_enriched,Alternate
PRKG2-201,PRKG2,Excitatory_neuron,Dominant,CT_enriched,Canonical
PRKN-211,PRKN,Excitatory_neuron,Dominant,AD_enriched,Alternate
PRKRA-201,PRKRA,Excitatory_neuron,Dominant,AD_enriched,Canonical
PRPF39-202,PRPF39,Excitatory_neuron,Minor,AD_enriched,Alternate
PRRC2B-203,PRRC2B,Excitatory_neuron,Minor,AD_enriched,Alternate
PSEN2-211,PSEN2,Excitatory_neuron,Dominant,CT_enriched,Alternate
PSRC1-205,PSRC1,Excitatory_neuron,Minor,AD_enriched,Alternate
PSRC1-202,PSRC1,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript1587.chr11.nic,PTDSS2,Excitatory_neuron,Dominant,CT_enriched,Alternate
PTK2-218,PTK2,Excitatory_neuron,Dominant,CT_enriched,Alternate
PTP4A2-219,PTP4A2,Excitatory_neuron,Dominant,CT_enriched,Canonical
PTP4A2-220,PTP4A2,Excitatory_neuron,Minor,AD_enriched,Alternate
PTPRG-203,PTPRG,Excitatory_neuron,Minor,AD_enriched,Canonical
PTPRO-218,PTPRO,Excitatory_neuron,Dominant,AD_enriched,Alternate
PUM1-201,PUM1,Excitatory_neuron,Minor,CT_enriched,Alternate
PUS7L-208,PUS7L,Excitatory_neuron,Minor,AD_enriched,Alternate
QTRT2-201,QTRT2,Excitatory_neuron,Minor,AD_enriched,Canonical
transcript177357.chr10.nnic,R3HCC1L,Excitatory_neuron,Minor,AD_enriched,Alternate
RAB15-208,RAB15,Excitatory_neuron,Dominant,AD_enriched,Alternate
RAB15-203,RAB15,Excitatory_neuron,Minor,CT_enriched,Canonical
RAB3GAP2-202,RAB3GAP2,Excitatory_neuron,Dominant,CT_enriched,Canonical
RAD17-220,RAD17,Excitatory_neuron,Minor,CT_enriched,Alternate
RADX-204,RADX,Excitatory_neuron,Minor,AD_enriched,Alternate
RAP1B-201,RAP1B,Excitatory_neuron,Minor,AD_enriched,Canonical
RAP1B-204,RAP1B,Excitatory_neuron,Dominant,CT_enriched,Alternate
RARB-209,RARB,Excitatory_neuron,Minor,AD_enriched,Alternate
RARB-201,RARB,Excitatory_neuron,Dominant,CT_enriched,Canonical
RARS2-201,RARS2,Excitatory_neuron,Minor,AD_enriched,Canonical
RASGEF1B-201,RASGEF1B,Excitatory_neuron,Dominant,AD_enriched,Canonical
RASGEF1B-203,RASGEF1B,Excitatory_neuron,Minor,CT_enriched,Alternate
RASSF5-201,RASSF5,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript39811.chr22.nnic,RBFOX2,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript134128.chr17.nnic,RBFOX3,Excitatory_neuron,Minor,AD_enriched,Alternate
RBM6-201,RBM6,Excitatory_neuron,Minor,AD_enriched,Canonical
RC3H1-202,RC3H1,Excitatory_neuron,Minor,AD_enriched,Alternate
RC3H1-203,RC3H1,Excitatory_neuron,Dominant,CT_enriched,Canonical
RDH13-203,RDH13,Excitatory_neuron,Dominant,CT_enriched,Canonical
transcript20525.chr2.nnic,RDH14,Excitatory_neuron,Minor,CT_enriched,Alternate
RDH14-201,RDH14,Excitatory_neuron,Dominant,AD_enriched,Canonical
REL-204,REL,Excitatory_neuron,Dominant,CT_enriched,Alternate
REL-202,REL,Excitatory_neuron,Minor,AD_enriched,Canonical
REPS1-208,REPS1,Excitatory_neuron,Minor,CT_enriched,Canonical
REPS1-210,REPS1,Excitatory_neuron,Dominant,AD_enriched,Alternate
REXO5-202,REXO5,Excitatory_neuron,Minor,CT_enriched,Alternate
RGPD6-207,RGPD6,Excitatory_neuron,Dominant,CT_enriched,Alternate
RHOBTB1-202,RHOBTB1,Excitatory_neuron,Minor,AD_enriched,Alternate
RHOT1-201,RHOT1,Excitatory_neuron,Dominant,CT_enriched,Alternate
RHOT1-205,RHOT1,Excitatory_neuron,Minor,AD_enriched,Canonical
RIF1-201,RIF1,Excitatory_neuron,Dominant,CT_enriched,Alternate
RIF1-203,RIF1,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript112295.chr6.nic,RIMS1,Excitatory_neuron,Dominant,CT_enriched,Alternate
RIOK3-205,RIOK3,Excitatory_neuron,Minor,AD_enriched,Alternate
RNF121-211,RNF121,Excitatory_neuron,Minor,AD_enriched,Alternate
RNF121-201,RNF121,Excitatory_neuron,Dominant,CT_enriched,Canonical
RNF126-201,RNF126,Excitatory_neuron,Minor,AD_enriched,Canonical
transcript2992.chr19.nnic,RNF126,Excitatory_neuron,Dominant,CT_enriched,Alternate
RNF165-204,RNF165,Excitatory_neuron,Dominant,CT_enriched,Alternate
RNF165-201,RNF165,Excitatory_neuron,Minor,AD_enriched,Canonical
transcript190092.chr4.nic,RNF175,Excitatory_neuron,Dominant,CT_enriched,Alternate
RNF214-201,RNF214,Excitatory_neuron,Dominant,AD_enriched,Canonical
ROBO1-204,ROBO1,Excitatory_neuron,Minor,CT_enriched,Alternate
transcript2147.chr11.nic,RPLP2,Excitatory_neuron,Dominant,CT_enriched,Alternate
RPRD2-203,RPRD2,Excitatory_neuron,Dominant,CT_enriched,Alternate
RPRD2-202,RPRD2,Excitatory_neuron,Minor,AD_enriched,Canonical
RPS3-217,RPS3,Excitatory_neuron,Dominant,CT_enriched,Canonical
RPSA2-208,RPSA2,Excitatory_neuron,Dominant,CT_enriched,Alternate
RTCA-AS1-206,RTCA-AS1,Excitatory_neuron,Minor,CT_enriched,no_MANE_coverage
RUFY1-202,RUFY1,Excitatory_neuron,Minor,AD_enriched,Alternate
RUFY1-204,RUFY1,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript194267.chr4.nic,RXFP1,Excitatory_neuron,Minor,AD_enriched,Alternate
SAE1-201,SAE1,Excitatory_neuron,Dominant,AD_enriched,Canonical
SCAF4-202,SCAF4,Excitatory_neuron,Minor,AD_enriched,Alternate
SCAF4-201,SCAF4,Excitatory_neuron,Dominant,CT_enriched,Canonical
SCARB1-206,SCARB1,Excitatory_neuron,Dominant,CT_enriched,Alternate
SCML1-204,SCML1,Excitatory_neuron,Dominant,CT_enriched,Alternate
SEC23IP-201,SEC23IP,Excitatory_neuron,Dominant,CT_enriched,Canonical
SEC23IP-208,SEC23IP,Excitatory_neuron,Minor,AD_enriched,Alternate
SEMA7A-201,SEMA7A,Excitatory_neuron,Dominant,CT_enriched,Canonical
transcript110172.chr15.nic,SEMA7A,Excitatory_neuron,Minor,AD_enriched,Alternate
SGIP1-231,SGIP1,Excitatory_neuron,Dominant,CT_enriched,Alternate
SILC1-221,SILC1,Excitatory_neuron,Minor,AD_enriched,no_MANE_coverage
SLC11A2-201,SLC11A2,Excitatory_neuron,Dominant,CT_enriched,Canonical
SLC12A2-202,SLC12A2,Excitatory_neuron,Dominant,AD_enriched,Alternate
SLC12A2-201,SLC12A2,Excitatory_neuron,Minor,CT_enriched,Canonical
SLC25A29-201,SLC25A29,Excitatory_neuron,Minor,AD_enriched,Canonical
SLC25A29-208,SLC25A29,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript64585.chr15.nnic,SLC27A2,Excitatory_neuron,Minor,AD_enriched,Alternate
SLC27A2-201,SLC27A2,Excitatory_neuron,Dominant,CT_enriched,Canonical
SLC35A3-212,SLC35A3,Excitatory_neuron,Minor,AD_enriched,Alternate
SLC35F5-212,SLC35F5,Excitatory_neuron,Minor,AD_enriched,Alternate
SLC35F5-201,SLC35F5,Excitatory_neuron,Dominant,CT_enriched,Canonical
SLC39A9-202,SLC39A9,Excitatory_neuron,Dominant,CT_enriched,Canonical
SLC39A9-201,SLC39A9,Excitatory_neuron,Minor,AD_enriched,Alternate
SLC46A1-203,SLC46A1,Excitatory_neuron,Dominant,CT_enriched,Alternate
SLC6A1-207,SLC6A1,Excitatory_neuron,Minor,AD_enriched,Alternate
SLC6A1-201,SLC6A1,Excitatory_neuron,Dominant,CT_enriched,Canonical
SLITRK2-201,SLITRK2,Excitatory_neuron,Minor,AD_enriched,Canonical
SMAD2-203,SMAD2,Excitatory_neuron,Minor,AD_enriched,Alternate
SMARCA4-201,SMARCA4,Excitatory_neuron,Minor,AD_enriched,Canonical
transcript139310.chr4.nic,SMARCAD1,Excitatory_neuron,Dominant,CT_enriched,Alternate
SMARCAL1-202,SMARCAL1,Excitatory_neuron,Minor,CT_enriched,Alternate
SMC2-202,SMC2,Excitatory_neuron,Dominant,CT_enriched,Alternate
SMC6-201,SMC6,Excitatory_neuron,Dominant,CT_enriched,Alternate
SNRPB-201,SNRPB,Excitatory_neuron,Dominant,AD_enriched,Canonical
SNRPB-206,SNRPB,Excitatory_neuron,Minor,CT_enriched,Alternate
SNX14-235,SNX14,Excitatory_neuron,Minor,AD_enriched,Alternate
SNX27-203,SNX27,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript150486.chr6.nnic,SOBP,Excitatory_neuron,Minor,AD_enriched,Alternate
SOGA3-203,SOGA3,Excitatory_neuron,Minor,AD_enriched,Canonical
SORT1-201,SORT1,Excitatory_neuron,Dominant,CT_enriched,Canonical
SORT1-209,SORT1,Excitatory_neuron,Minor,AD_enriched,Alternate
SPATA20-205,SPATA20,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript48331.chr21.nnic,SPATC1L,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript48560.chr21.nic,SPATC1L,Excitatory_neuron,Minor,AD_enriched,Alternate
SPATS2L-204,SPATS2L,Excitatory_neuron,Dominant,CT_enriched,Canonical
SPEN-201,SPEN,Excitatory_neuron,Dominant,CT_enriched,Canonical
SPIN3-201,SPIN3,Excitatory_neuron,Dominant,CT_enriched,Canonical
SPP1-203,SPP1,Excitatory_neuron,Dominant,CT_enriched,Canonical
SPPL2A-208,SPPL2A,Excitatory_neuron,Minor,CT_enriched,Alternate
SSX2IP-201,SSX2IP,Excitatory_neuron,Minor,AD_enriched,Canonical
SSX2IP-203,SSX2IP,Excitatory_neuron,Dominant,CT_enriched,Alternate
ST8SIA5-203,ST8SIA5,Excitatory_neuron,Minor,AD_enriched,Alternate
STAMBP-202,STAMBP,Excitatory_neuron,Dominant,CT_enriched,Canonical
STAT3-231,STAT3,Excitatory_neuron,Dominant,CT_enriched,Alternate
STAT5B-203,STAT5B,Excitatory_neuron,Minor,CT_enriched,Alternate
STRC-209,STRC,Excitatory_neuron,Dominant,CT_enriched,Alternate
STRC-202,STRC,Excitatory_neuron,Minor,AD_enriched,Alternate
STRN3-202,STRN3,Excitatory_neuron,Minor,AD_enriched,Canonical
STRN3-201,STRN3,Excitatory_neuron,Dominant,CT_enriched,Alternate
STXBP5-206,STXBP5,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript198893.chr6.nic,STXBP5-AS1,Excitatory_neuron,Minor,AD_enriched,no_MANE_coverage
SUMF1-201,SUMF1,Excitatory_neuron,Dominant,AD_enriched,Canonical
SUPT5H-201,SUPT5H,Excitatory_neuron,Minor,AD_enriched,Alternate
SVEP1-202,SVEP1,Excitatory_neuron,Minor,AD_enriched,Canonical
SVEP1-201,SVEP1,Excitatory_neuron,Dominant,CT_enriched,Alternate
SYNCRIP-222,SYNCRIP,Excitatory_neuron,Minor,AD_enriched,Alternate
TAB3-201,TAB3,Excitatory_neuron,Dominant,CT_enriched,Canonical
TAB3-204,TAB3,Excitatory_neuron,Minor,AD_enriched,Alternate
TADA2B-201,TADA2B,Excitatory_neuron,Dominant,CT_enriched,Canonical
TADA2B-205,TADA2B,Excitatory_neuron,Minor,AD_enriched,Alternate
TAF12-202,TAF12,Excitatory_neuron,Minor,AD_enriched,Canonical
TAF2-223,TAF2,Excitatory_neuron,Minor,AD_enriched,Alternate
TAF2-201,TAF2,Excitatory_neuron,Dominant,CT_enriched,Canonical
TAF9-209,TAF9,Excitatory_neuron,Dominant,CT_enriched,Alternate
TAFAZZIN-211,TAFAZZIN,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript28780.chr4.nnic,TAPT1,Excitatory_neuron,Minor,AD_enriched,Alternate
TASOR2-216,TASOR2,Excitatory_neuron,Dominant,AD_enriched,Alternate
TBC1D10B-201,TBC1D10B,Excitatory_neuron,Dominant,AD_enriched,Canonical
TBC1D10B-203,TBC1D10B,Excitatory_neuron,Minor,CT_enriched,Alternate
transcript8649.chr16.nnic,TBC1D24,Excitatory_neuron,Dominant,CT_enriched,Alternate
TBCE-228,TBCE,Excitatory_neuron,Minor,CT_enriched,Alternate
TBCEL-202,TBCEL,Excitatory_neuron,Dominant,CT_enriched,Alternate
TBCK-204,TBCK,Excitatory_neuron,Dominant,CT_enriched,Canonical
TBCK-205,TBCK,Excitatory_neuron,Minor,AD_enriched,Alternate
TEDC2-213,TEDC2,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript100510.chr2.nnic,TET3,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript317268.chr3.nnic,TFRC,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript109572.chr3.nnic,THOC7,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript72909.chr18.nic,TIMM21,Excitatory_neuron,Minor,CT_enriched,Alternate
TIMM21-201,TIMM21,Excitatory_neuron,Dominant,AD_enriched,Canonical
TLK2-219,TLK2,Excitatory_neuron,Minor,AD_enriched,Alternate
TLK2-203,TLK2,Excitatory_neuron,Dominant,CT_enriched,Canonical
TMTC1-206,TMTC1,Excitatory_neuron,Dominant,AD_enriched,Alternate
transcript295144.chr1.nic,TNNT2,Excitatory_neuron,Dominant,CT_enriched,Alternate
TNNT2-218,TNNT2,Excitatory_neuron,Minor,AD_enriched,Alternate
TNPO1-201,TNPO1,Excitatory_neuron,Dominant,CT_enriched,Canonical
TOP3B-201,TOP3B,Excitatory_neuron,Minor,AD_enriched,Canonical
TOR2A-205,TOR2A,Excitatory_neuron,Minor,CT_enriched,Alternate
TPCN1-218,TPCN1,Excitatory_neuron,Minor,AD_enriched,Alternate
TRIM32-203,TRIM32,Excitatory_neuron,Minor,AD_enriched,Canonical
TRIM32-201,TRIM32,Excitatory_neuron,Dominant,CT_enriched,Alternate
TRIM33-201,TRIM33,Excitatory_neuron,Dominant,CT_enriched,Canonical
TRIM33-202,TRIM33,Excitatory_neuron,Minor,AD_enriched,Alternate
TRMT1-222,TRMT1,Excitatory_neuron,Dominant,CT_enriched,Alternate
TRPM3-201,TRPM3,Excitatory_neuron,Dominant,CT_enriched,Alternate
TRRAP-203,TRRAP,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript23790.chr3.nic,TSEN2,Excitatory_neuron,Dominant,CT_enriched,Alternate
TSNARE1-209,TSNARE1,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript100418.chr2.nic,TTC31,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript100446.chr2.nic,TTC31,Excitatory_neuron,Minor,AD_enriched,Alternate
TTLL11-202,TTLL11,Excitatory_neuron,Minor,AD_enriched,Alternate
TTN-AS1-278,TTN-AS1,Excitatory_neuron,Dominant,CT_enriched,no_MANE_coverage
TWF2-201,TWF2,Excitatory_neuron,Dominant,AD_enriched,Canonical
transcript9580.chrY.nic,TXLNGY,Excitatory_neuron,Minor,AD_enriched,no_MANE_coverage
transcript48201.chr15.nnic,TYRO3,Excitatory_neuron,Minor,AD_enriched,Alternate
U2AF1-208,U2AF1,Excitatory_neuron,Dominant,CT_enriched,Alternate
UBAP2-204,UBAP2,Excitatory_neuron,Dominant,CT_enriched,Canonical
UBE2D3-210,UBE2D3,Excitatory_neuron,Dominant,AD_enriched,Canonical
UBTF-202,UBTF,Excitatory_neuron,Dominant,AD_enriched,Alternate
UNC13A-202,UNC13A,Excitatory_neuron,Minor,CT_enriched,Canonical
UNC13A-204,UNC13A,Excitatory_neuron,Dominant,AD_enriched,Alternate
USP53-209,USP53,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript6174.chr4.nic,UVSSA,Excitatory_neuron,Minor,AD_enriched,Alternate
UVSSA-212,UVSSA,Excitatory_neuron,Dominant,CT_enriched,Alternate
transcript134204.chr10.nnic,VCL,Excitatory_neuron,Minor,CT_enriched,Alternate
VLDLR-216,VLDLR,Excitatory_neuron,Minor,AD_enriched,Alternate
VSTM4-202,VSTM4,Excitatory_neuron,Dominant,CT_enriched,Canonical
transcript175975.chr8.nic,WASHC5,Excitatory_neuron,Minor,AD_enriched,Alternate
WASHC5-201,WASHC5,Excitatory_neuron,Dominant,CT_enriched,Canonical
WDR1-211,WDR1,Excitatory_neuron,Dominant,CT_enriched,Alternate
WDR91-208,WDR91,Excitatory_neuron,Minor,AD_enriched,Alternate
WTAP-206,WTAP,Excitatory_neuron,Minor,CT_enriched,Canonical
WWOX-218,WWOX,Excitatory_neuron,Dominant,CT_enriched,Alternate
WWOX-222,WWOX,Excitatory_neuron,Minor,AD_enriched,Alternate
XRN1-202,XRN1,Excitatory_neuron,Minor,CT_enriched,Canonical
XXYLT1-205,XXYLT1,Excitatory_neuron,Minor,AD_enriched,Alternate
XXYLT1-201,XXYLT1,Excitatory_neuron,Dominant,CT_enriched,Canonical
YPEL4-204,YPEL4,Excitatory_neuron,Minor,AD_enriched,Alternate
YPEL4-203,YPEL4,Excitatory_neuron,Dominant,CT_enriched,Alternate
ZBBX-214,ZBBX,Excitatory_neuron,Dominant,AD_enriched,Alternate
transcript271339.chr3.nnic,ZBBX,Excitatory_neuron,Minor,CT_enriched,Alternate
ZBTB24-207,ZBTB24,Excitatory_neuron,Minor,CT_enriched,Alternate
ZCCHC4-201,ZCCHC4,Excitatory_neuron,Minor,AD_enriched,Canonical
ZEB1-204,ZEB1,Excitatory_neuron,Dominant,CT_enriched,Alternate
ZGRF1-205,ZGRF1,Excitatory_neuron,Minor,CT_enriched,Alternate
ZNF236-202,ZNF236,Excitatory_neuron,Dominant,AD_enriched,Canonical
ZNF280D-201,ZNF280D,Excitatory_neuron,Dominant,AD_enriched,Canonical
ZNF3-214,ZNF3,Excitatory_neuron,Minor,AD_enriched,Alternate
ZNF335-201,ZNF335,Excitatory_neuron,Dominant,AD_enriched,Canonical
ZNF337-201,ZNF337,Excitatory_neuron,Dominant,CT_enriched,Canonical
ZNF337-202,ZNF337,Excitatory_neuron,Minor,AD_enriched,Alternate
transcript92645.chr10.nnic,ZNF33B,Excitatory_neuron,Minor,AD_enriched,Alternate
ZNF407-204,ZNF407,Excitatory_neuron,Minor,AD_enriched,Alternate
ZNF433-208,ZNF433,Excitatory_neuron,Dominant,AD_enriched,Canonical
ZNF44-202,ZNF44,Excitatory_neuron,Dominant,CT_enriched,Canonical
ZNF444-204,ZNF444,Excitatory_neuron,Dominant,CT_enriched,Alternate
ZNF462-201,ZNF462,Excitatory_neuron,Dominant,AD_enriched,Canonical
ZNF550-208,ZNF550,Excitatory_neuron,Dominant,CT_enriched,Canonical
ZNF550-204,ZNF550,Excitatory_neuron,Minor,AD_enriched,Alternate
ZNF554-201,ZNF554,Excitatory_neuron,Dominant,CT_enriched,Canonical
transcript99320.chr19.nic,ZNF571,Excitatory_neuron,Dominant,CT_enriched,Alternate
ZNF582-202,ZNF582,Excitatory_neuron,Dominant,AD_enriched,Canonical
transcript145765.chr19.nnic,ZNF582,Excitatory_neuron,Minor,CT_enriched,Alternate
ZNF620-201,ZNF620,Excitatory_neuron,Minor,AD_enriched,Canonical
ZNF620-202,ZNF620,Excitatory_neuron,Dominant,CT_enriched,Alternate
ZNF711-204,ZNF711,Excitatory_neuron,Dominant,CT_enriched,Canonical
ZNF736-202,ZNF736,Excitatory_neuron,Dominant,CT_enriched,Canonical
transcript76787.chr7.nnic,ZNF736,Excitatory_neuron,Minor,AD_enriched,Alternate
ZNF780B-202,ZNF780B,Excitatory_neuron,Minor,AD_enriched,Canonical
ZNF790-201,ZNF790,Excitatory_neuron,Dominant,CT_enriched,Canonical
AAMP-208,AAMP,Inhibitory_neuron,Dominant,CT_enriched,Alternate
AARS1-225,AARS1,Inhibitory_neuron,Minor,AD_enriched,Alternate
AARS1-201,AARS1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ABCB9-202,ABCB9,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript47592.chr16.nic,ABCC1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ACACA-237,ACACA,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ACER3-212,ACER3,Inhibitory_neuron,Dominant,AD_enriched,Canonical
ACSL3-201,ACSL3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ADCK5-201,ADCK5,Inhibitory_neuron,Minor,AD_enriched,Canonical
ADCK5-205,ADCK5,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ADD1-206,ADD1,Inhibitory_neuron,Minor,AD_enriched,Alternate
ADGRL3-215,ADGRL3,Inhibitory_neuron,Minor,AD_enriched,Alternate
ADPRM-201,ADPRM,Inhibitory_neuron,Minor,AD_enriched,Canonical
ADPRM-202,ADPRM,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ADSL-225,ADSL,Inhibitory_neuron,Minor,CT_enriched,Alternate
ALS2-265,ALS2,Inhibitory_neuron,Minor,AD_enriched,Alternate
AMD1-203,AMD1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
transcript172842.chr1.nnic,AMIGO1,Inhibitory_neuron,Minor,AD_enriched,Alternate
AMIGO1-202,AMIGO1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
AMT-242,AMT,Inhibitory_neuron,Dominant,AD_enriched,Alternate
ANKHD1-203,ANKHD1,Inhibitory_neuron,Minor,AD_enriched,Canonical
ANKRD13A-210,ANKRD13A,Inhibitory_neuron,Minor,AD_enriched,Alternate
ANKS3-216,ANKS3,Inhibitory_neuron,Dominant,CT_enriched,Alternate
AP3D1-202,AP3D1,Inhibitory_neuron,Minor,AD_enriched,Alternate
AP5S1-203,AP5S1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ARFGAP1-212,ARFGAP1,Inhibitory_neuron,Minor,AD_enriched,Alternate
ARFRP1-214,ARFRP1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ARHGAP29-201,ARHGAP29,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ARMC9-234,ARMC9,Inhibitory_neuron,Minor,AD_enriched,Alternate
ARMC9-240,ARMC9,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript230311.chr1.nnic,ARNT,Inhibitory_neuron,Minor,AD_enriched,Alternate
ARSG-201,ARSG,Inhibitory_neuron,Minor,AD_enriched,Alternate
ARSG-208,ARSG,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ASB3-201,ASB3,Inhibitory_neuron,Dominant,AD_enriched,Canonical
ASB7-201,ASB7,Inhibitory_neuron,Minor,AD_enriched,Canonical
ASB7-202,ASB7,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ASPSCR1-202,ASPSCR1,Inhibitory_neuron,Minor,AD_enriched,Canonical
ATF7IP-209,ATF7IP,Inhibitory_neuron,Minor,CT_enriched,Alternate
ATG16L1-204,ATG16L1,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ATG4B-206,ATG4B,Inhibitory_neuron,Minor,CT_enriched,Alternate
ATG9A-202,ATG9A,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ATG9B-209,ATG9B,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ATOSA-203,ATOSA,Inhibitory_neuron,Minor,AD_enriched,Alternate
ATP13A2-203,ATP13A2,Inhibitory_neuron,Dominant,CT_enriched,Alternate
ATP13A3-210,ATP13A3,Inhibitory_neuron,Minor,AD_enriched,Alternate
ATP13A3-207,ATP13A3,Inhibitory_neuron,Minor,CT_enriched,Canonical
ATP13A3-DT-201,ATP13A3-DT,Inhibitory_neuron,Minor,CT_enriched,no_MANE_coverage
ATP1A3-214,ATP1A3,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ATP1A3-207,ATP1A3,Inhibitory_neuron,Minor,AD_enriched,Alternate
ATP5MG-201,ATP5MG,Inhibitory_neuron,Dominant,CT_enriched,Canonical
ATP5MG-212,ATP5MG,Inhibitory_neuron,Minor,AD_enriched,Alternate
AZIN1-201,AZIN1,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript196875.chr3.nic,B4GALT4,Inhibitory_neuron,Dominant,CT_enriched,Alternate
BAALC-205,BAALC,Inhibitory_neuron,Minor,CT_enriched,Alternate
BACH1-201,BACH1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
BBIP1-207,BBIP1,Inhibitory_neuron,Minor,CT_enriched,Canonical
BBIP1-209,BBIP1,Inhibitory_neuron,Dominant,AD_enriched,Alternate
BBS7-201,BBS7,Inhibitory_neuron,Dominant,CT_enriched,Canonical
BBS7-204,BBS7,Inhibitory_neuron,Minor,AD_enriched,Alternate
transcript157937.chr11.nnic,BIRC2,Inhibitory_neuron,Minor,AD_enriched,Alternate
BIRC2-201,BIRC2,Inhibitory_neuron,Dominant,CT_enriched,Canonical
BIVM-201,BIVM,Inhibitory_neuron,Dominant,CT_enriched,Canonical
BIVM-211,BIVM,Inhibitory_neuron,Minor,AD_enriched,Alternate
BTBD8-208,BTBD8,Inhibitory_neuron,Dominant,CT_enriched,Alternate
BTN2A1-202,BTN2A1,Inhibitory_neuron,Minor,AD_enriched,Alternate
CABIN1-201,CABIN1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CACNA1D-214,CACNA1D,Inhibitory_neuron,Minor,AD_enriched,Alternate
CALCOCO1-218,CALCOCO1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CALD1-201,CALD1,Inhibitory_neuron,Minor,AD_enriched,Canonical
CAPZB-208,CAPZB,Inhibitory_neuron,Minor,AD_enriched,Alternate
CAPZB-204,CAPZB,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CASK-230,CASK,Inhibitory_neuron,Dominant,AD_enriched,Alternate
CBFA2T2-201,CBFA2T2,Inhibitory_neuron,Minor,AD_enriched,Canonical
CC2D1A-211,CC2D1A,Inhibitory_neuron,Minor,AD_enriched,Alternate
CC2D1A-201,CC2D1A,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CCDC149-208,CCDC149,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript69178.chr4.nic,CCDC149,Inhibitory_neuron,Minor,CT_enriched,Alternate
CCDC180-207,CCDC180,Inhibitory_neuron,Dominant,CT_enriched,Alternate
CCDC181-202,CCDC181,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CCNL1-215,CCNL1,Inhibitory_neuron,Minor,AD_enriched,Alternate
CCNL1-202,CCNL1,Inhibitory_neuron,Dominant,CT_enriched,Canonical
CD2BP2-201,CD2BP2,Inhibitory_neuron,Dominant,AD_enriched,Canonical
transcript74827.chr16.nic,CD2BP2,Inhibitory_neuron,Minor,CT_enriched,Alternate
CDC42-201,CDC42,Inhibitory_neuron,Minor,AD_enriched,Alternate
