cell_type,transcript_name,gene_name,AD,Control,chi_pval,chi_padj,chi_significant,delta_usage,usage_direction,permutation_pval,permutation_significant,n_valid_permutations,total_counts_AD,total_counts_CT,mean_CPM_AD,mean_CPM_CT,log2FC,isoform_role,gene_log2FC,gene_padj,dge_class,scenario_code,scenario_name,priority,dge_source
Inhibitory_neuron,transcript306238.chr1.nic,UTP25,0.3333333333333333,0.0105820105820105,2.7860603466798955e-14,2.780143050368363e-13,True,0.3227513227513228,AD_enriched,0.0441919191919191,True,792.0,26,2,11.733,0.9829,2.6829,Minor,0.324663924474569,0.521669704263873,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,UTP6-201,UTP6,0.4545454545454545,0.8222222222222222,0.0035313327934013,0.0077019939223198,True,-0.3676767676767677,CT_enriched,0.0428571428571428,True,210.0,15,37,3.8651,9.8857,-1.1619,Dominant,0.010661177910567,0.988130296319289,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,UTP6-209,UTP6,0.3939393939393939,0.1555555555555555,0.0035313327934013,0.0077019939223198,True,0.2383838383838384,AD_enriched,0.0476190476190476,True,210.0,13,7,6.8507,2.9369,0.9958,Minor,0.010661177910567,0.988130296319289,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,UXS1-215,UXS1,0.5579710144927537,0.023076923076923,3.86873073909818e-20,6.28585127003906e-19,True,0.5348940914158307,AD_enriched,0.0129870129870129,True,2002.0,77,3,23.2634,4.5372,2.1316,Minor,-0.0530582790444498,0.924695933321895,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,UXS1-201,UXS1,0.391304347826087,0.9,3.86873073909818e-20,6.28585127003906e-19,True,-0.508695652173913,CT_enriched,0.0249750249750249,True,2002.0,54,117,16.9233,59.4242,-1.7533,Dominant,-0.0530582790444498,0.924695933321895,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,VCAN-209,VCAN,0.2238805970149253,0.0173160173160173,2.704582368548989e-13,2.4127271192846835e-12,True,0.206564579698908,AD_enriched,0.0318570318570318,True,1287.0,15,4,32.5377,5.2752,2.4181,Minor,-0.0305459054167728,0.986762977383483,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,VGLL4-211,VGLL4,0.2142857142857142,0.0,0.0068667842693698,0.0141916897766521,True,0.2142857142857142,AD_enriched,0.0124320124320124,True,1287.0,9,0,3.6788,0.0,2.2261,Minor,-0.0008733699684974,0.998934842562707,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,VPS13A-202,VPS13A,0.0310077519379844,0.3846153846153846,3.841931839507506e-15,4.1102109508810855e-14,True,-0.3536076326774002,CT_enriched,0.0192,True,10000.0,4,40,4.5709,23.5698,-2.1409,Minor,0.115369321325603,0.853363044124548,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,VPS13B-221,VPS13B,0.0340136054421768,0.3398058252427184,2.0022122060484454e-29,6.450555667257791e-28,True,-0.3057922198005416,CT_enriched,0.0033966033966033,True,5005.0,10,35,6.2141,30.6025,-2.1311,Dominant,0.103683111310438,0.874750979090934,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,WAC-205,WAC,0.215311004784689,0.545,4.1993410721939215e-15,4.479758390259023e-14,True,-0.329688995215311,CT_enriched,0.0205,True,10000.0,45,109,18.8514,57.2112,-1.5521,Dominant,0.0412088860328662,0.923949967074382,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,transcript9421.chr7.nic,WIPI2,0.0222222222222222,0.4607843137254901,1.1134618652354326e-05,3.7931709946811896e-05,True,-0.4385620915032679,CT_enriched,0.0476190476190476,True,126.0,1,47,0.4513,19.6665,-3.8319,Dominant,-0.109500481400043,0.846718771906618,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,WWP2-201,WWP2,0.0283018867924528,0.3939393939393939,1.0052393375361258e-08,5.1243574909843394e-08,True,-0.3656375071469411,CT_enriched,0.0099900099900099,True,2002.0,3,13,0.3858,4.0351,-1.8613,Dominant,-0.0873333426730449,0.92238554251854,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,XPO1-233,XPO1,0.0189274447949526,0.2962962962962963,1.3775238140637111e-34,6.067561924758752e-33,True,-0.2773688515013436,CT_enriched,0.0031968031968031,True,5005.0,6,16,4.4997,8.0913,-0.7251,Dominant,0.122976040707505,0.833845248416529,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,YTHDC1-202,YTHDC1,0.3733333333333333,0.1433962264150943,2.448591428783303e-09,1.35344690936081e-08,True,0.229937106918239,AD_enriched,0.0245,True,10000.0,112,38,36.255,13.7961,1.3322,Minor,0.216335947968963,0.589685507952736,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZBTB11-202,ZBTB11,0.56,0.1757425742574257,3.1586979229133268e-27,8.772777778022334e-26,True,0.3842574257425744,AD_enriched,0.0039,True,10000.0,98,71,23.3191,29.3046,-0.3174,Minor,-0.0156223050826866,0.983064283176601,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZBTB25-204,ZBTB25,0.3529411764705882,0.7162162162162162,3.8523072662571005e-05,0.0001193368591602,True,-0.363275039745628,CT_enriched,0.0212121212121212,True,330.0,24,53,7.7728,15.2617,-0.8904,Dominant,0.0663232524575783,0.907509156669233,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,transcript59950.chr14.nnic,ZBTB25,0.6323529411764706,0.2567567567567567,3.8523072662571005e-05,0.0001193368591602,True,0.3755961844197139,AD_enriched,0.0242424242424242,True,330.0,43,19,13.1917,6.8443,0.8553,Minor,0.0663232524575783,0.907509156669233,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZDHHC16-206,ZDHHC16,0.3728813559322034,0.95,7.449424008200298e-12,5.5335774121519465e-11,True,-0.5771186440677966,CT_enriched,0.0,True,20.0,22,76,3.2908,32.514,-2.9655,Dominant,-0.195641872468522,0.808763398970355,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZDHHC16-202,ZDHHC16,0.4576271186440678,0.0375,7.449424008200298e-12,5.5335774121519465e-11,True,0.4201271186440678,AD_enriched,0.05,True,20.0,27,3,4.6384,1.2123,1.3498,Minor,-0.195641872468522,0.808763398970355,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZFP62-207,ZFP62,0.0288461538461538,0.3018018018018018,9.793272004666994e-09,5.0013104676007723e-08,True,-0.272955647955648,CT_enriched,0.0085470085470085,True,1287.0,3,67,0.3025,16.7851,-3.7713,Minor,-0.183376192030645,0.786940014728195,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,ZFPL1-215,ZFPL1,0.9580838323353292,0.7096774193548387,8.864168198692372e-06,3.058517766476597e-05,True,0.2484064129804905,AD_enriched,0.0396825396825396,True,252.0,160,22,109.5899,9.301,3.4244,Dominant,0.0383174240652517,0.988130296319289,flat,DIR,Dominant Isoform Redistribution,,SR
Inhibitory_neuron,ZFPL1-201,ZFPL1,0.0419161676646706,0.2580645161290322,8.864168198692372e-06,3.058517766476597e-05,True,-0.2161483484643616,CT_enriched,0.0436507936507936,True,252.0,7,8,0.9488,2.3993,-0.8027,Minor,0.0383174240652517,0.988130296319289,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,ZKSCAN5-201,ZKSCAN5,0.8514851485148515,0.3666666666666666,2.2304519955183413e-07,9.688203660040375e-07,True,0.4848184818481849,AD_enriched,0.0393939393939393,True,330.0,86,11,46.3292,5.5992,2.8424,Minor,-0.0201436722043471,0.984161589867131,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZMYM2-210,ZMYM2,0.1658986175115207,0.4254545454545455,3.618219479744738e-15,3.878236012699778e-14,True,-0.2595559279430247,CT_enriched,0.035,True,10000.0,72,117,32.9885,58.62,-0.8107,Minor,0.158720891759017,0.655481270934931,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,ZNF148-201,ZNF148,0.7505285412262156,0.975867269984917,7.868956624795081e-31,2.8079226234553586e-29,True,-0.2253387287587014,CT_enriched,0.0272,True,10000.0,355,647,98.4648,213.8161,-1.1108,Dominant,0.101123433904108,0.753828916686632,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF148-206,ZNF148,0.2156448202959831,0.0135746606334841,7.868956624795081e-31,2.8079226234553586e-29,True,0.2020701596624989,AD_enriched,0.039,True,10000.0,102,9,32.6215,4.1689,2.7015,Minor,0.101123433904108,0.753828916686632,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF197-204,ZNF197,0.3958333333333333,0.0659340659340659,2.427823020792906e-06,9.076966970311938e-06,True,0.3298992673992674,AD_enriched,0.0429292929292929,True,792.0,19,6,16.8416,3.623,1.9483,Minor,0.326414779454894,0.701758191563182,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF23-202,ZNF23,0.0144927536231884,0.2631578947368421,2.7387237269490185e-39,1.608429622139434e-37,True,-0.2486651411136536,CT_enriched,0.015,True,10000.0,7,55,1.1847,13.1477,-2.695,Minor,0.115978219817805,0.898435820602713,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,ZNF248-208,ZNF248,0.2403100775193798,0.0094339622641509,2.2646072206012545e-11,1.5860690074223444e-10,True,0.2308761152552289,AD_enriched,0.0251748251748251,True,715.0,31,2,6.3355,0.6847,2.1224,Minor,0.193332193398256,0.800958136313853,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF253-201,ZNF253,0.3492063492063492,0.0762331838565022,2.928385936378166e-10,1.788758386706403e-09,True,0.272973165349847,AD_enriched,0.05,True,10000.0,44,17,22.0307,7.9197,1.3685,Minor,-0.0018365825192766,0.997264093675694,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF253-203,ZNF253,0.6507936507936508,0.9237668161434978,2.928385936378166e-10,1.788758386706403e-09,True,-0.2729731653498469,CT_enriched,0.05,True,10000.0,82,206,26.9931,158.8505,-2.5136,Dominant,-0.0018365825192766,0.997264093675694,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF286A-202,ZNF286A,0.125,0.5283018867924528,5.569336488819763e-06,1.974837680752568e-05,True,-0.4033018867924528,CT_enriched,0.0019980019980019,True,3003.0,10,28,1.4421,9.149,-2.0552,Dominant,-0.0766476903322617,0.945819761366065,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF334-207,ZNF334,0.1746031746031746,0.927710843373494,2.435940697053924e-43,1.8070833749986868e-41,True,-0.7531076687703193,CT_enriched,0.0043290043290043,True,3003.0,33,154,28.0941,59.3903,-1.0536,Dominant,0.0983128154126293,0.920139712220328,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF334-202,ZNF334,0.6137566137566137,0.0542168674698795,2.435940697053924e-43,1.8070833749986868e-41,True,0.5595397462867342,AD_enriched,0.0323010323010323,True,3003.0,116,9,67.8043,21.9231,1.5857,Minor,0.0983128154126293,0.920139712220328,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF382-201,ZNF382,0.038647342995169,0.6666666666666666,9.00886430173082e-36,4.2682333557275955e-34,True,-0.6280193236714976,CT_enriched,0.0153180153180153,True,3003.0,8,80,3.372,20.9263,-2.3263,Dominant,0.114457459392671,0.853363044124548,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF382-203,ZNF382,0.961352657004831,0.3083333333333333,9.00886430173082e-36,4.2682333557275955e-34,True,0.6530193236714976,AD_enriched,0.0106560106560106,True,3003.0,199,37,103.7281,30.9013,1.715,Minor,0.114457459392671,0.853363044124548,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF426-204,ZNF426,0.0975609756097561,0.4659090909090909,6.411738365965377e-13,5.485490274250804e-12,True,-0.3683481152993347,CT_enriched,0.0439,True,10000.0,16,82,2.6646,86.7848,-4.5822,Minor,-0.168792369413812,0.870520669363622,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,ZNF451-207,ZNF451,0.7584821428571429,0.5496688741721855,2.13175291345486e-58,4.144421698640862e-56,True,0.2088132686849574,AD_enriched,0.0198,True,10000.0,1699,581,616.8705,483.8188,0.3499,Dominant,0.208459778725915,0.757971442987285,flat,DIR,Dominant Isoform Redistribution,,SR
Inhibitory_neuron,ZNF532-224,ZNF532,0.6929577464788732,0.2064516129032258,7.11680772870079e-33,2.845713615206741e-31,True,0.4865061335756474,AD_enriched,0.0108,True,10000.0,246,32,156.1756,44.9995,1.7727,Minor,0.100952297696164,0.892613887628865,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF532-222,ZNF532,0.1126760563380281,0.535483870967742,7.11680772870079e-33,2.845713615206741e-31,True,-0.4228078146297138,CT_enriched,0.0094,True,10000.0,40,83,14.3725,232.3211,-3.9239,Dominant,0.100952297696164,0.892613887628865,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF549-202,ZNF549,0.363013698630137,1.0,4.572941466487602e-13,3.966499075085707e-12,True,-0.636986301369863,CT_enriched,0.0428571428571428,True,70.0,53,46,9.8884,16.3057,-0.6685,Dominant,-0.199886293376091,0.831582045259676,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF549-201,ZNF549,0.6301369863013698,0.0,4.572941466487602e-13,3.966499075085707e-12,True,0.6301369863013698,AD_enriched,0.0428571428571428,True,70.0,92,0,9.2767,0.0,3.3613,Minor,-0.199886293376091,0.831582045259676,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF550-208,ZNF550,0.3412698412698413,0.7758620689655172,3.205649174900741e-09,1.7479158653859167e-08,True,-0.4345922276956759,CT_enriched,0.0238095238095238,True,126.0,43,45,8.1003,27.1343,-1.6283,Dominant,-0.338444484784303,0.629967226436928,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF550-204,ZNF550,0.5238095238095238,0.1379310344827586,3.205649174900741e-09,1.7479158653859167e-08,True,0.3858784893267653,AD_enriched,0.0396825396825396,True,126.0,66,8,12.1554,1.9568,2.1536,Minor,-0.338444484784303,0.629967226436928,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF571-202,ZNF571,0.0833333333333333,0.4468085106382978,3.8187652531002786e-12,2.953387996842163e-11,True,-0.3634751773049645,CT_enriched,0.0328282828282828,True,792.0,14,21,3.2396,10.4226,-1.4299,Dominant,0.0365310042706237,0.966826044580133,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,transcript99320.chr19.nic,ZNF571,0.7261904761904762,0.2553191489361702,3.8187652531002786e-12,2.953387996842163e-11,True,0.4708713272543059,AD_enriched,0.0303030303030303,True,792.0,122,12,35.6393,8.5831,1.9348,Minor,0.0365310042706237,0.966826044580133,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF596-203,ZNF596,0.7123287671232876,0.3292682926829268,4.6945685188970336e-06,1.6859198033726908e-05,True,0.3830604744403608,AD_enriched,0.0448717948717948,True,1716.0,52,27,16.5201,9.2867,0.7682,Minor,0.51066923737895,0.480417373357157,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF682-203,ZNF682,0.1374407582938388,0.392156862745098,1.6902520867042725e-07,7.509567584585253e-07,True,-0.2547161044512591,CT_enriched,0.0433316683316683,True,8008.0,29,60,12.5901,21.5348,-0.7296,Minor,0.358901349803429,0.681199645615829,flat,MIEr,Minor Isoform Erosion,,SR
Inhibitory_neuron,ZNF7-202,ZNF7,0.3428571428571428,0.036036036036036,5.53202149516573e-12,4.192142095395751e-11,True,0.3068211068211068,AD_enriched,0.0485514485514485,True,5005.0,48,4,33.7258,0.8453,4.2341,Minor,-0.0834120545114273,0.949201854292067,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNF7-216,ZNF7,0.3928571428571428,0.8018018018018018,5.53202149516573e-12,4.192142095395751e-11,True,-0.408944658944659,CT_enriched,0.0261738261738261,True,5005.0,55,89,12.9919,76.8464,-2.476,Dominant,-0.0834120545114273,0.949201854292067,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZNF75A-211,ZNF75A,0.4736842105263157,0.1276595744680851,0.0016452051571251,0.003858430397617,True,0.3460246360582306,AD_enriched,0.0458430458430458,True,1287.0,63,6,17.1445,2.4274,2.4043,Minor,0.206456161057842,0.748485501795839,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,transcript98913.chr19.nic,ZNF875,0.6753246753246753,0.2,2.159303460371367e-11,1.5160837994487878e-10,True,0.4753246753246753,AD_enriched,0.0428571428571428,True,70.0,52,24,7.4178,5.5049,0.3719,Minor,-0.13522127867087,0.621961627674018,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZNG1B-201,ZNG1B,0.3714285714285714,0.6756756756756757,0.0042944628654673,0.0091810117713953,True,-0.3042471042471042,CT_enriched,0.0396825396825396,True,126.0,13,25,2.404,6.9445,-1.2227,Dominant,-0.132146258021312,0.848088558343996,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZSCAN32-202,ZSCAN32,0.0677966101694915,0.7777777777777778,8.783265431147426e-17,1.1113049598315684e-15,True,-0.7099811676082863,CT_enriched,0.0428571428571428,True,70.0,4,91,3.8656,25.9279,-2.4684,Dominant,-0.388559609961353,0.505358669959485,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZSCAN32-213,ZSCAN32,0.8135593220338984,0.1965811965811965,8.783265431147426e-17,1.1113049598315684e-15,True,0.6169781254527018,AD_enriched,0.0142857142857142,True,70.0,48,23,4.84,5.0228,-0.0445,Minor,-0.388559609961353,0.505358669959485,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Inhibitory_neuron,ZSWIM8-221,ZSWIM8,0.1269841269841269,0.8648648648648649,7.109974204037189e-11,4.6342236488279376e-10,True,-0.737880737880738,CT_enriched,0.0277777777777777,True,36.0,8,32,1.9934,14.735,-2.3941,Dominant,-0.132317380138598,0.855666968780896,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Inhibitory_neuron,ZZEF1-201,ZZEF1,0.7375,0.968503937007874,3.065519859823755e-06,1.132844509375736e-05,True,-0.2310039370078739,CT_enriched,0.0169830169830169,True,3003.0,118,123,62.15,130.7235,-1.0607,Dominant,0.194984148719957,0.656243529179709,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Lymphocyte,N4BP2L2-229,N4BP2L2,0.0,0.5789473684210527,2.6917784276234603e-09,6.729446069058649e-09,True,-0.5789473684210527,CT_enriched,0.0,True,15.0,0,22,0.0,10788.5428,-13.3973,Dominant,,,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,AFF4-201,AFF4,0.390625,0.0625,9.291345611836522e-07,3.2039122799436287e-06,True,0.328125,AD_enriched,0.0315656565656565,True,792.0,75,4,207.4244,64.2307,1.6759,Minor,-0.10017886123035,0.971874381494774,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,AKAP9-212,AKAP9,0.4815950920245399,0.009009009009009,1.949850684962332e-26,6.881825946925878e-25,True,0.4725860830155308,AD_enriched,0.0063936063936063,True,5005.0,157,1,419.211,2.7698,6.8005,Minor,0.175461316073311,0.919296313410235,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,ANKRD44-209,ANKRD44,0.1079136690647482,0.4743589743589743,3.615443333326403e-15,3.556173770484986e-14,True,-0.3664453052942261,CT_enriched,0.0341880341880341,True,1287.0,30,37,77.4589,137.9252,-0.8243,Dominant,0.213814666965071,0.955480833083331,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,ANO6-202,ANO6,0.0681818181818181,1.0,4.9168497835162754e-18,6.508071938854071e-17,True,-0.931818181818182,CT_enriched,0.0,True,10.0,3,47,4.151,230.6653,-5.4911,Dominant,0.0625234088917322,0.993086456347906,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,ATP6V1B2-206,ATP6V1B2,0.4375,0.054054054054054,8.610761639353995e-13,6.7096843943018135e-12,True,0.383445945945946,AD_enriched,0.0064935064935064,True,462.0,28,10,70.2746,48.7254,0.5194,Minor,-0.173765537429131,0.968915473442311,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,ATP6V1B2-201,ATP6V1B2,0.5625,0.945945945945946,8.610761639353995e-13,6.7096843943018135e-12,True,-0.383445945945946,CT_enriched,0.0064935064935064,True,462.0,36,175,163.7904,1164.0813,-2.8217,Dominant,-0.173765537429131,0.968915473442311,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,BTK-206,BTK,0.8592964824120602,0.3962264150943396,2.1750872251555823e-27,8.156577094333433e-26,True,0.4630700673177206,AD_enriched,0.0038,True,10000.0,342,63,1279.7178,515.0268,1.3114,Minor,0.418837364804595,0.869010463356166,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,BTK-207,BTK,0.1105527638190954,0.4716981132075472,2.1750872251555823e-27,8.156577094333433e-26,True,-0.3611453493884518,CT_enriched,0.019,True,10000.0,44,75,77.0749,225.0677,-1.5338,Dominant,0.418837364804595,0.869010463356166,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,C3-201,C3,0.8096514745308311,0.553030303030303,9.054912249660857e-14,8.108876641487335e-13,True,0.2566211715005281,AD_enriched,0.0151848151848151,True,5005.0,302,73,1392.6897,521.5532,1.4153,Dominant,0.310643564827744,0.654933757828856,flat,DIR,Dominant Isoform Redistribution,,SR
Microglia,CRELD1-243,CRELD1,0.5412844036697247,0.0,1.393881368072445e-32,9.2925424538163e-31,True,0.5412844036697247,AD_enriched,0.0396825396825396,True,126.0,59,0,54.7112,0.0,5.7999,Minor,-0.696375446856937,0.56042628372342,down,MIC,Minor Isoform Concentration,new_target_candidate,SR
Microglia,CSDE1-202,CSDE1,0.45625,0.8104575163398693,4.2283192027348855e-15,4.091921809098276e-14,True,-0.3542075163398693,CT_enriched,0.0419580419580419,True,715.0,73,124,245.5569,374.3668,-0.6064,Dominant,0.0868696534837805,0.981394702309319,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,DOCK10-201,DOCK10,0.1391941391941392,0.6178861788617886,4.6986448780007895e-22,9.397289756001576e-21,True,-0.4786920396676494,CT_enriched,0.002020202020202,True,495.0,38,76,90.4083,351.0027,-1.9452,Dominant,0.108223044986621,0.9725560805243,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,DOCK10-202,DOCK10,0.8241758241758241,0.3333333333333333,4.6986448780007895e-22,9.397289756001576e-21,True,0.4908424908424908,AD_enriched,0.002020202020202,True,495.0,225,41,674.8257,243.4749,1.467,Minor,0.108223044986621,0.9725560805243,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,EIF4G2-208,EIF4G2,0.0,0.2340425531914893,1.260926017513583e-05,3.84038380968604e-05,True,-0.2340425531914893,CT_enriched,0.0317460317460317,True,252.0,0,11,0.0,28.2011,-4.8679,Minor,-0.237551207964013,0.968380127565823,flat,MIEr,Minor Isoform Erosion,,SR
Microglia,ERC1-204,ERC1,0.1148936170212766,0.6201550387596899,9.709811184592544e-30,4.854905592296272e-28,True,-0.5052614217384133,CT_enriched,0.0116550116550116,True,3003.0,27,80,86.6388,714.2434,-3.0288,Dominant,-0.0734096292754089,0.97307131229995,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,ERC2-211,ERC2,0.7368421052631579,0.951219512195122,0.0279187664270538,0.047860742446378,True,-0.2143774069319641,CT_enriched,0.0,True,15.0,28,39,58.6195,105.5504,-0.8377,Dominant,0.011409320746242,0.999303551447624,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,ERCC6L2-211,ERCC6L2,0.1081081081081081,0.4677419354838709,3.636252714205301e-19,5.194646734579e-18,True,-0.3596338273757627,CT_enriched,0.0321678321678321,True,715.0,20,29,67.7665,109.0692,-0.6786,Dominant,0.0403853825819931,0.993086456347906,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,EZH1-208,EZH1,0.7130434782608696,0.9256198347107438,0.0001074900905014,0.0002860938240487,True,-0.2125763564498742,CT_enriched,0.0284382284382284,True,6435.0,82,112,244.6749,1225.6653,-2.3199,Dominant,-0.0714395649997126,0.993086456347906,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,FGD4-211,FGD4,0.4363636363636363,0.9482758620689656,1.0500183837000896e-07,4.144809409342458e-07,True,-0.5119122257053293,CT_enriched,0.0333333333333333,True,120.0,24,55,72.7478,279.1048,-1.9253,Dominant,0.0639843956777393,0.991493187661146,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,FGD4-216,FGD4,0.3818181818181818,0.0344827586206896,1.0500183837000896e-07,4.144809409342458e-07,True,0.3473354231974921,AD_enriched,0.025,True,120.0,21,2,67.6898,5.1275,3.4867,Minor,0.0639843956777393,0.991493187661146,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,FOXP1-249,FOXP1,0.5,0.0,7.348931073379992e-10,3.945246258841062e-09,True,0.5,AD_enriched,0.0396825396825396,True,126.0,15,0,194.6706,0.0,7.6123,Minor,0.520674165376614,0.56042628372342,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,FOXP1-266,FOXP1,0.1333333333333333,0.8636363636363636,7.348931073379992e-10,3.945246258841062e-09,True,-0.7303030303030303,CT_enriched,0.0,True,126.0,4,38,21.5975,142.711,-2.6689,Dominant,0.520674165376614,0.56042628372342,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,transcript164377.chrX.nnic,GAB3,0.2456140350877192,0.6756756756756757,7.466539974800789e-07,2.6198385876494e-06,True,-0.4300616405879565,CT_enriched,0.0476190476190476,True,126.0,14,25,45.2889,136.7287,-1.5731,Dominant,0.154643486782799,0.936565250952227,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
Microglia,GDAP1-217,GDAP1,0.3410852713178294,0.0,1.5464713546923561e-18,2.108824574580485e-17,True,0.3410852713178294,AD_enriched,0.0476190476190476,True,84.0,44,0,99.8523,0.0,6.6561,Minor,0.347798512795054,0.968380127565823,flat,MIR,Minor Isoform Redistribution,new_target_candidate,SR
Microglia,HLA-DMA-208,HLA-DMA,0.686046511627907,0.98,0.000234520566665,0.0005887545606653,True,-0.293953488372093,CT_enriched,0.0317460317460317,True,126.0,59,49,127.255,563.9126,-2.139,Dominant,0.259641634602349,0.969399309922903,flat,DIEr,Dominant Isoform Erosion,trial_failure_explanation,SR
